,link,Адрес,Застройщик,Агентство,Частное лицо,Цена,Цена за квадрат,Общая площадь,Жилая площадь,Площадь кухни,Балкон или лоджия,Санузел,Высота потолков,Количество комнат,Этаж,Этажей в доме,Отделка,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Окна,Название новостройки,Официальный застройщик,Тип участия,Срок сдачи,Тип дома,"Корпус, строение",Способ продажи,Вид сделки,Тип комнат
1478,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_631m_810et._2837087967,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6431100,101919,63.1,,,,,,2,8,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1479,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_632m_610et._2837517650,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6509600,103000,63.2,,,,,,2,6,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1480,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_632m_410et._2836942053,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6478000,102500,63.2,,,,,,2,4,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1481,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_632m_810et._2836977629,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6509600,103000,63.2,,,,,,2,8,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1482,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_632m_1010et._2837013416,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6541200,103500,63.2,,,,,,2,10,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1483,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_632m_310et._2836904665,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6478000,102500,63.2,,,,,,2,3,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1484,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_632m_910et._2837410834,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6541200,103500,63.2,,,,,,2,9,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1485,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_632m_710et._2837714035,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6509600,103000,63.2,,,,,,2,7,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1486,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_631m_310et._2837564509,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6462625,102419,63.1,,,,,,2,3,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1487,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_604m_412et._2837756507,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6160800,102000,60.4,,,,,,2,4,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1488,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_604m_912et._2837638933,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6191000,102500,60.4,,,,,,2,9,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1489,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_60m_29et._2837534086,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6084925,101415,60.0,,,,,,2,2,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1490,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_604m_512et._2837286763,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6160800,102000,60.4,,,,,,2,5,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1491,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_604m_312et._2836936032,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6160800,102000,60.4,,,,,,2,3,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1492,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_60m_49et._2837374066,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6084928,101415,60.0,,,,,,2,4,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1493,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_60m_99et._2837469711,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6174850,102914,60.0,,,,,,2,9,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1494,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_606m_59et._2837365608,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6150900,101500,60.6,,,,,,2,5,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1495,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_604m_812et._2837059205,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6191000,102500,60.4,,,,,,2,8,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1496,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_606m_69et._2837706933,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6181200,102000,60.6,,,,,,2,6,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1497,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_606m_49et._2836812810,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6150900,101500,60.6,,,,,,2,4,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1498,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_60m_79et._2837542365,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6144875,102415,60.0,,,,,,2,7,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1499,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_604m_612et._2837245265,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6191000,102500,60.4,,,,,,2,6,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1500,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_606m_79et._2836910441,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6181200,102000,60.6,,,,,,2,7,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1501,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_606m_99et._2837476171,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6211500,102500,60.6,,,,,,2,9,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1502,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_606m_29et._2837659121,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6150900,101500,60.6,,,,,,2,2,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1503,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_60m_39et._2837651212,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6084925,101415,60.0,,,,,,2,3,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1504,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_604m_1212et._2836818049,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6251400,103500,60.4,,,,,,2,12,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1505,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_60m_59et._2836895552,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6144875,102415,60.0,,,,,,2,5,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1506,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_604m_1112et._2837226331,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6221200,103000,60.4,,,,,,2,11,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1507,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_60m_89et._2837581615,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6144875,102415,60.0,,,,,,2,8,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1508,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_606m_89et._2837088048,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6181200,102000,60.6,,,,,,2,8,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1509,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_604m_712et._2837188793,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6191000,102500,60.4,,,,,,2,7,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1510,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_604m_212et._2836965562,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6160800,102000,60.4,,,,,,2,2,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1511,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_60m_69et._2837143917,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6144875,102415,60.0,,,,,,2,6,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1512,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_606m_39et._2837750209,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6150900,101500,60.6,,,,,,2,3,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1513,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_61m_210et._2837379951,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6222000,102000,61.0,,,,,,2,2,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1514,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_61m_310et._2837213597,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6222000,102000,61.0,,,,,,2,3,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1515,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_611m_79et._2837565749,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6110000,100000,61.1,,,,,,2,7,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1516,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_61m_310et._2837750326,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6222000,102000,61.0,,,,,,2,3,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1517,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_61m_910et._2837260432,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6252500,102500,61.0,,,,,,2,9,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1518,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_616m_59et._2837571137,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6278100,101917,61.6,,,,,,2,5,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1519,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_616m_910et._2837143286,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6344800,103000,61.6,,,,,,2,9,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1520,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_616m_89et._2837054740,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6308875,102417,61.6,,,,,,2,8,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1521,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_611m_99et._2837068692,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6140550,100500,61.1,,,,,,2,9,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1522,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_616m_710et._2837527012,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6344800,103000,61.6,,,,,,2,7,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1523,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_61m_510et._2837293727,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6252500,102500,61.0,,,,,,2,5,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1524,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_611m_29et._2837133220,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6079450,99500,61.1,,,,,,2,2,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1525,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_61m_410et._2837715483,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6222000,102000,61.0,,,,,,2,4,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1526,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_61m_510et._2837514868,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6252500,102500,61.0,,,,,,2,5,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1527,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_616m_69et._2836877785,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6308875,102417,61.6,,,,,,2,6,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1528,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_61m_710et._2837338859,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6252500,102500,61.0,,,,,,2,7,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1529,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_61m_810et._2837323724,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6252500,102500,61.0,,,,,,2,8,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1530,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_61m_610et._2837088230,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6252500,102500,61.0,,,,,,2,6,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1531,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_61m_410et._2837513227,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6222000,102000,61.0,,,,,,2,4,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1532,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_616m_99et._2837310637,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6308875,102417,61.6,,,,,,2,9,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1533,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_611m_89et._2837514684,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6110000,100000,61.1,,,,,,2,8,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1534,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_616m_810et._2837735702,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6344800,103000,61.6,,,,,,2,8,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1535,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_616m_79et._2837272831,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6308875,102417,61.6,,,,,,2,7,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1536,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_611m_49et._2837559936,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6079450,99500,61.1,,,,,,2,4,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1537,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_616m_39et._2837545402,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6278100,101917,61.6,,,,,,2,3,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1538,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_616m_1010et._2837116536,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6252400,101500,61.6,,,,,,2,10,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1539,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_616m_29et._2837476899,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6278100,101917,61.6,,,,,,2,2,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1540,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_611m_69et._2836944410,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6110000,100000,61.1,,,,,,2,6,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1541,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_61m_210et._2837591268,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6222000,102000,61.0,,,,,,2,2,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1542,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_616m_49et._2837176230,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6278100,101917,61.6,,,,,,2,4,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1543,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_61m_1010et._2837458572,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6161000,101000,61.0,,,,,,2,10,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1544,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_611m_59et._2836800656,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6079450,99500,61.1,,,,,,2,5,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1545,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_61m_610et._2837715570,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6252500,102500,61.0,,,,,,2,6,10,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1546,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_611m_39et._2837477669,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,6079450,99500,61.1,,,,,,2,3,9,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1547,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_583m_712et._2837420972,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,5830000,100000,58.3,,,,,,2,7,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1548,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_583m_912et._2836976280,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,5830000,100000,58.3,,,,,,2,9,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1549,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_583m_312et._2836784960,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,5800850,99500,58.3,,,,,,2,3,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1550,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_587m_412et._2837330490,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,5865000,99915,58.7,,,,,,2,4,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1551,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_586m_1212et._2837225502,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,5947900,101500,58.6,,,,,,2,12,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1552,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_586m_1112et._2837721316,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,5918600,101000,58.6,,,,,,2,11,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1553,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_586m_1012et._2837357341,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,5889300,100500,58.6,,,,,,2,10,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1554,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_583m_812et._2836959509,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,5830000,100000,58.3,,,,,,2,8,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1555,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_587m_312et._2837572311,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,5865000,99915,58.7,,,,,,2,3,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1556,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_586m_612et._2837645009,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,5889300,100500,58.6,,,,,,2,6,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1557,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_583m_1212et._2837258294,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,5888300,101000,58.3,,,,,,2,12,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
1558,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_583m_1012et._2837209922,"б-р Содружества, д. 1",СЗ КомфортСтрой,,,5830000,100000,58.3,,,,,,2,10,12,предчистовая,,,,,,ЖК «Джаз»,ООО СЗ «КомфортСтрой»,ДДУ по ФЗ 214,1 кв. 2025 года,монолитный,,,,
